Description,URL,Price,Rating,Review Count
Dakime M2 Dakimakura Anime Body Pillow - Japanese Hugging Pillow Inner with 2way Fabric and Hollow Fiber Filling (150x50cm / 60x20inch),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0619225BXHWET3ETWHM&qualifier=1680144320&id=6746547621202221&widgetName=sp_atf_next&url=%2FDakime-Dakimakura-Anime-Body-Pillow%2Fdp%2FB09NPLB35F%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-49-spons%26psc%3D1,$99.95,4.4 out of 5 stars,(214)
"Tametra Tufted Queen Duvet Cover, Boho Bedding Set Queen Size, Ultra Soft Shabby Chic Embroidery Duvet Covers for All Seasons 3 PCS 90"" x 90""(Gray)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A1029771D6IC4H7MY2P2&qualifier=1680144320&id=6746547621202221&widgetName=sp_atf_next&url=%2FTametra-Tufted-Bedding-Embroidery-Seasons%2Fdp%2FB0BJV1M8DP%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-50-spons%26psc%3D1,$33.99,4.4 out of 5 stars,(95)
Canadian Down & Feather Co. – Soft 625 Fill Power White Down Sleeping Pillow King Size - 500 Thread Count Shell 100% Cotton - Made in Canada,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A05301181TPTJYW5MOB2J&qualifier=1680144320&id=6746547621202221&widgetName=sp_atf_next&url=%2FCanadian-Down-Feather-Co-Sleeping%2Fdp%2FB013BZLTS2%2Fref%3Dsr_1_51_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-51-spons%26psc%3D1%26smid%3DA1NQCY97OTITKM,$108.80,4.3 out of 5 stars,(119)
"Mulberry Silk Pillowcase for Hair and Skin,Standard Size Cooling Silk Pillow Case with Hidden Zipper,Allergen Proof Dual Sides Soft Breathable Smooth Silk Pillow Cover for Women",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A02249673LGL8KWMWWG42&qualifier=1680144320&id=6746547621202221&widgetName=sp_atf_next&url=%2FMulberry-Pillowcase-Allergen-Breathable-Champagne%2Fdp%2FB092881Z5V%2Fref%3Dsr_1_52_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-52-spons%26psc%3D1,$11.99,4.6 out of 5 stars,"(1,915)"
"ELNIDO QUEEN Body Pillow with Pillowcase-Soft Long Bed Pillow for Adults-Breathable Full Body Pillow Insert for Sleeping,20x54inches-Grey",https://www.amazon.com/ELNIDO-QUEEN-Pillowcase-Soft-Adults-Breathable-20x54inches-Grey/dp/B098JTY3BQ/ref=sr_1_53?keywords=dakimakura&qid=1680144320&sr=8-53,$27.99,4.5 out of 5 stars,"(9,537)"
MISAKI1987 High School DxD Ravel Phenex Anime Girl Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-School-Phenex-Dakimakura-Hugging/dp/B09YQ49Q3H/ref=sr_1_54?keywords=dakimakura&qid=1680144320&sr=8-54,$35.00,5.0 out of 5 stars,(3)
My Dress-Up Darling Marin Kitagawa Anime Girl Dakimakura Hugging Body Pillow Cover Case 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Dress-Up-Dakimakura-Multicolor-22229/dp/B09TJ8H3PZ/ref=sr_1_55?keywords=dakimakura&qid=1680144320&sr=8-55,$35.00,4.6 out of 5 stars,(3)
Razalor Meruccubus Peach Skin 150x50cm(59in x 19.6in) Anime Body Pillowcase,https://www.amazon.com/Razalor-Meruccubus-150x50cm-19-6in-Pillowcase/dp/B0BPDRDXYF/ref=sr_1_56?keywords=dakimakura&qid=1680144320&sr=8-56,$36.79,,
Full Body Pillow Vacuum Package (150x50cm),https://www.amazon.com/Full-Pillow-Vacuum-Package-150x50cm/dp/B01C6OX860/ref=sr_1_57?keywords=dakimakura&qid=1680144320&sr=8-57,$48.99,4.7 out of 5 stars,"(2,074)"
GB Arts Ai Hayasaka Cards Kaguya-sama: Love is War Peach Skin 150cm x 50cm Pillowcase,https://www.amazon.com/GB-Arts-Hayasaka-Cards-Kaguya-sama/dp/B0BVCHJW3K/ref=sr_1_58?keywords=dakimakura&qid=1680144320&sr=8-58,$35.99,,
Fate/Apocrypha Astolfo Anime Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin,https://www.amazon.com/Apocrypha-Astolfo-Dakimakura-150cmx50cm-Multicolor/dp/B09TJ85F42/ref=sr_1_59?keywords=dakimakura&qid=1680144320&sr=8-59,$35.00,4.8 out of 5 stars,(8)
FPDUIIE Narmaya - Granblue Fantasy Pillowcase 150x50cm (59x19.6in) Japanese Satin Anime Cosplay Dakimakura Hugging Pillow Case Cover,https://www.amazon.com/FPDUIIE-Narmaya-Pillowcase-59x19-6in-Dakimakura/dp/B09W1GK9C5/ref=sr_1_60?keywords=dakimakura&qid=1680144320&sr=8-60,$39.75,,
My Dress-Up Darling Marin Kitagawa Anime Girl Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Dress-Up-Kitagawa-Dakimakura-Multicolor/dp/B09TJ8VN5R/ref=sr_1_61?keywords=dakimakura&qid=1680144320&sr=8-61,$35.00,5.0 out of 5 stars,(4)
for Anime RWBY Weiss Dakimakura Peach Skin and Two-Way Tricot Pillow Case 150cm x 50cm/ 59'' x 19.6'' (Peach Skin),https://www.amazon.com/Anime-Dakimakura-Two-Way-Tricot-Pillow/dp/B0B3TGZWR7/ref=sr_1_62?keywords=dakimakura&qid=1680144320&sr=8-62,$19.99,,
MISAKI1987 My Dress-Up Darling Marin Kitagawa Anime Girl Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Dress-Up-Darling-Kitagawa-Dakimakura/dp/B0BDRMXKLB/ref=sr_1_63?keywords=dakimakura&qid=1680144320&sr=8-63,$35.00,5.0 out of 5 stars,(1)
"Fishers Finery 25mm 100% Pure Mulberry Silk Pillowcase, Good Housekeeping Winner (Taupe, Queen)",https://www.amazon.com/Fishers-Finery-Mulberry-Pillowcase-Housekeeping/dp/B00FWZWB8W/ref=sr_1_64?keywords=dakimakura&qid=1680144320&sr=8-64,$53.99,4.6 out of 5 stars,"(7,518)"
"Funky Store for NieR: Automata Yorha No. 2 Type B Peach Skin 150cm x 50cm Body Pillowcase, Pillow Cover (2B Nier A2)",https://www.amazon.com/Funky-Store-NieR-Automata-Pillowcase/dp/B07FM7J1GV/ref=sr_1_65?keywords=dakimakura&qid=1680144320&sr=8-65,$33.99,4.6 out of 5 stars,(20)
MISAKI1987 My Dress-Up Darling Marin Kitagawa Anime Girl Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Dress-Up-Kitagawa-Dakimakura-Multicolor/dp/B09W18QQGV/ref=sr_1_66?keywords=dakimakura&qid=1680144320&sr=8-66,$35.00,5.0 out of 5 stars,(1)
No Game No Life Anime Girl Dakimakura Jibril Body Pillow Case Cover (59.1x19.7in/150x50cm ) Peach Skin (A),https://www.amazon.com/Dakimakura-Jibril-Pillow-59-1x19-7in-150x50cm/dp/B09WHTLQMV/ref=sr_1_67?keywords=dakimakura&qid=1680144320&sr=8-67,$35.00,5.0 out of 5 stars,(1)
MISAKI1987 Azur Lane Shinano Anime Girl Dakimakura Hugging Body Pillow Cover Case 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Shinano-Dakimakura-Hugging-22303/dp/B09TXQ1K3J/ref=sr_1_68?keywords=dakimakura&qid=1680144320&sr=8-68,$35.00,4.7 out of 5 stars,(9)
Miku Nakano Anime Body Pillow Peach Skin (59in x 19.6in) Bedding Pillowcase,https://www.amazon.com/Nakano-Pillow-19-6in-Bedding-Pillowcase/dp/B0BNVZ6DNH/ref=sr_1_69?keywords=dakimakura&qid=1680144320&sr=8-69,$32.79,,
002 Zero Two Darling in The FRANXX Darli-fra Darin in Za Furankisu Anime Body Pillowcase 150cmx50cm(60inx20in) Peach Skin Japanese Manga Throw Pillow Cover Home Decor,https://www.amazon.com/Darli-fra-Furankisu-Pillowcase-150cmx50cm-60inx20in/dp/B0BLC5F5RM/ref=sr_1_70?keywords=dakimakura&qid=1680144320&sr=8-70,$34.58,,
"DrawyMe Jujutsu Kaisen Gojo Satoru Body Pillow Cover Case Male Dakimakura Hugging Anime Gift Decor Room Double-Sided Printed Peach Skin 59 ""x 20""",https://www.amazon.com/Drawyme-Jujutsu-Dakimakura-Hugging-Double-Sided/dp/B0B45ZT69L/ref=sr_1_71?keywords=dakimakura&qid=1680144320&sr=8-71,$26.95,5.0 out of 5 stars,(8)
FPDUIIE Sword Art Online - Asuna Yuuki Pillowcase 150x50cm (59x19.6in) Japanese Satin Anime Cosplay Dakimakura Hugging Pillow Case Cover,https://www.amazon.com/FPDUIIE-Sword-Art-Online-Pillowcase/dp/B09W1HG3LF/ref=sr_1_72?keywords=dakimakura&qid=1680144320&sr=8-72,$39.97,,
"Komi Shouko Body Pillow Cover Case Hugging Soft Anime Character Merch Stuffed Double-Sided Printed Peach Skin Plush Room Throw Pillow Covers Decor Dakimakura 59"" x 20""",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A03370852JRJOWE6FFQRS&qualifier=1680144320&id=6746547621202221&widgetName=sp_mtf&url=%2FHugging-Character-Stuffed-Double-Sided-Dakimakura%2Fdp%2FB0BKNWZ3NG%2Fref%3Dsr_1_73_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-73-spons%26psc%3D1,$29.99,4.6 out of 5 stars,(137)
puredown Natural Goose Down Feather Pillows for Sleeping Down Pillow 100% Cotton Pillow Cover Downproof Queen Set of 2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A066293810WGPD3U4BR9A&qualifier=1680144320&id=6746547621202221&widgetName=sp_mtf&url=%2Fpuredown-Natural-Feather-Sleeping-Downproof%2Fdp%2FB01A0LCO8Y%2Fref%3Dsr_1_74_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-74-spons%26psc%3D1,$58.99,4.2 out of 5 stars,"(18,495)"
New WVICM My Hero Academia Dakimakura Todoroki Shoto Anime Hugging Body Pillow Case Cover 150x50cm (BZ020),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A079574625WPOAHDQGQQM&qualifier=1680144320&id=6746547621202221&widgetName=sp_mtf&url=%2FWVICM-Academia-Dakimakura-Todoroki-150x50cm%2Fdp%2FB0BV1ZK26W%2Fref%3Dsr_1_75_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-75-spons%26psc%3D1,$39.98,,
"MIAOHAHA Plush Cat Soft Kids Plush Toy Pillow Plush Long Cotton Kitten Cuddly Toy Stuffed Animal Toy Gift for Kids Girlfriend(Gray, 50cm/19.7in)",https://www.amazon.com/Pillow-Cotton-Kitten-Stuffed-Girlfriend/dp/B09839ZTS4/ref=sr_1_76?keywords=dakimakura&qid=1680144320&sr=8-76,$11.99,4.2 out of 5 stars,(430)
"Promini Custom Anime Body Pillow | Custom Body Pillow Cover | DIY Custom Pillow Case with Zipper Cover | Machine Washable 2 Way Tricot Decorative Dakimakura | 50x160cm (20 inch x 63 inch), White-c1",https://www.amazon.com/Promini-Washable-Decorative-Dakimakura-50x160cm/dp/B09C857GMM/ref=sr_1_77?keywords=dakimakura&qid=1680144320&sr=8-77,$13.99,5.0 out of 5 stars,(4)
MOUTAS Anime Body Pillowcase Tatsuta Kantai Collection Japanese Textile 105cmx40cm(41.3inx15.7in) Double-Sided Japanese Manga Long Throw Pillow Cases Cushion Cover for Sofa Decor,https://www.amazon.com/MOUTAS-Pillowcase-Collection-41-3inx15-7in-Double-Sided/dp/B0BF98LLM1/ref=sr_1_78?keywords=dakimakura&qid=1680144320&sr=8-78,$24.89,,
Anime Body Pillowcase Emilia Re Zero:Starting Life in Another World Different World Japanese Textile 105cmx40cm(41.3inx15.7in) Double-Sided Manga Long Throw Pillow Cases Cushion Cover for Sofa Decor,https://www.amazon.com/Anime-Body-Pillowcase-Emilia-Zero/dp/B0BF8TPYVW/ref=sr_1_79?keywords=dakimakura&qid=1680144320&sr=8-79,$24.89,,
Comodo Original High Class Body Pillow CMD9000 Dakimakura Pillow for Anime and Maternity [Made in Japan] (63 x 20 inch (160cm x 50cm)),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A04354431AHSWN7YJEZ3C&qualifier=1680144320&id=6746547621202221&widgetName=sp_mtf&url=%2FCOMODO-Original-CMD9000-Dakimakura-Maternity%2Fdp%2FB07DHSPXTZ%2Fref%3Dsr_1_80_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-80-spons%26psc%3D1,$98.99,4.7 out of 5 stars,(276)
Comodo Original Luxury Body Pillow CMD9900LS High-End Class Dakimakura Pillow [Made in Japan] (20 x 63 inch (160cm x 50cm)),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A052765811FUSLP4NKM0R&qualifier=1680144320&id=6746547621202221&widgetName=sp_mtf&url=%2FCOMODO-Original-CMD9900LS-High-End-Dakimakura%2Fdp%2FB07DFJWW86%2Fref%3Dsr_1_81_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-81-spons%26psc%3D1,$116.98,4.6 out of 5 stars,(160)
"DrawyMe My Hero Academia Shota Aizawa Body Pillow Cover Case Male Dakimakura Hugging Sexy Anime Gift Decor Room Double-Sided Printed Peach Skin 59 ""x 20""",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A036294127V7K75WFAIFW&qualifier=1680144320&id=6746547621202221&widgetName=sp_mtf&url=%2FDrawyMe-Academia-Dakimakura-Hugging-Double-Sided%2Fdp%2FB0BNPHMMS8%2Fref%3Dsr_1_82_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-82-spons%26psc%3D1,$32.95,,
Comodo Original High Class Body Pillow CMD9150 Dakimakura Pillow for Anime and Maternity [Made in Japan] (60 x 20 inch (150cm x 50cm)),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A01752552XQ3XJWN79X0P&qualifier=1680144320&id=6746547621202221&widgetName=sp_mtf&url=%2FCOMODO-Original-CMD9150-Dakimakura-Maternity%2Fdp%2FB07DHT7NPV%2Fref%3Dsr_1_83_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-83-spons%26psc%3D1,$96.99,4.7 out of 5 stars,(287)
MOUTAS Anime Body Pillowcase Usui Satsuki 2 Way Tricot 137cmx50cm(54inx20in) Double-Sided Japanese Manga Long Throw Pillow Cases Cushion Cover for Sofa Decor,https://www.amazon.com/MOUTAS-Pillowcase-137cmx50cm-54inx20in-Double-Sided/dp/B0BF8P9WHT/ref=sr_1_84?keywords=dakimakura&qid=1680144320&sr=8-84,$24.89,1.0 out of 5 stars,(1)
MISAKI1987 Genshin Impact Shenhe Anime Girl Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin (A),https://www.amazon.com/MISAKI1987-Genshin-Impact-Dakimakura-Hugging/dp/B09Z9BTPX2/ref=sr_1_85?keywords=dakimakura&qid=1680144320&sr=8-85,$35.00,,
Kaifuku Jutsushi no Yarinaoshi Setsuna Anime Girl Dakimakura Hugging Body Pillow Cover Case 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Kaifuku-Jutsushi-Yarinaoshi-Dakimakura/dp/B092J6PGGX/ref=sr_1_86?keywords=dakimakura&qid=1680144320&sr=8-86,$40.00,4.0 out of 5 stars,(1)
DrawyMe Ace Body Pillow One Piece Body Pillow Case Anime Body Pillow Cover Dakimakura Male Cover,https://www.amazon.com/DrawyMe-Pillow-Piece-Anime-Dakimakura/dp/B0BFW4TFBM/ref=sr_1_87?keywords=dakimakura&qid=1680144320&sr=8-87,$32.95,5.0 out of 5 stars,(1)
"Usumairu Mulberry Silk Pillowcase 22 Momme 100% Pure Grade 6A for Hair and Skin Care, Ultra Soft Comfort,Both Side 600 Thread Count Hidden Zipper (Standard (20x26 inches), Light Pink)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A07675841QDL62T5X3BKS&qualifier=1680144320&id=6746547621202221&widgetName=sp_mtf&url=%2FUsumairu-Mulberry-Pillowcase-Comfort-Standard%2Fdp%2FB09VSPZF5S%2Fref%3Dsr_1_88_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144320%26sr%3D8-88-spons%26psc%3D1,$13.50,4.3 out of 5 stars,(57)
MISAKI1987 Genshin Impact Tartaglia Dakimakura Hugging Body Pillow Cover Case 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Genshin-Tartaglia-Dakimakura-Hugging/dp/B09CNL7JMB/ref=sr_1_89?keywords=dakimakura&qid=1680144320&sr=8-89,$35.00,5.0 out of 5 stars,(1)
Megumin Anime Pillowcover 150x50cm(59x19.6inch) Peach Skin Body Pillowcase,https://www.amazon.com/Megumin-Pillowcover-150x50cm-59x19-6inch-Pillowcase/dp/B0BNVY1F4X/ref=sr_1_90?keywords=dakimakura&qid=1680144320&sr=8-90,$32.79,,
MISAKI1987 SPY x Family Yor Forger Anime Girl Dakimakura Hugging Body Pillow Cover Case 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Family-Forger-Dakimakura-Hugging/dp/B0B12LRC3T/ref=sr_1_91?keywords=dakimakura&qid=1680144320&sr=8-91,$32.00,4.3 out of 5 stars,(11)
Anime Game Genshin Impact Zhongli Dakimakura Hugging Body Pillow Cover Peach Skin Pillowcase (59.1x19.7in/150x50cm),https://www.amazon.com/Genshin-Dakimakura-Pillowcase-59-1x19-7in-150x50cm/dp/B0BTVJP54Y/ref=sr_1_92?keywords=dakimakura&qid=1680144320&sr=8-92,$38.99,,
TIGGA BANAKER Anime Dakimakura Mai Sakurajima Body Pillowcase Decorative Pillow Cover Double-Sided Figures Pillow Cushion Cover Home Room Decor 20x55inch,https://www.amazon.com/TIGGA-Dakimakura-Sakurajima-Pillowcase-Double-Sided/dp/B09HR3676J/ref=sr_1_93?keywords=dakimakura&qid=1680144320&sr=8-93,$26.99,4.4 out of 5 stars,(11)
GB Arts Re:Zero Rem Grown-Up Peach Skin 150cm x 50cm Pillowcase,https://www.amazon.com/GB-Arts-Re-Grown-Up-Pillowcase/dp/B09PZCLHNZ/ref=sr_1_94?keywords=dakimakura&qid=1680144320&sr=8-94,$28.99,5.0 out of 5 stars,(2)
GIGIZAZA Pack of 2 Dark Gold Throw Pillow Covers 18x18 Decorative Ruffle Velvet Cushion Cover for Couch Pillowcase,https://www.amazon.com/Pillow-Covers-Decorative-Cushion-Pillowcase/dp/B0B185Q5RC/ref=sr_1_95?keywords=dakimakura&qid=1680144320&sr=8-95,$16.99,4.7 out of 5 stars,(100)
btfortune Boho Decorative Throw Pillow Covers Embroidered Square Pillowcases Cushion for Couch Sofa Bedroom Farmhouse Decor Abstract Geometric Floral Pattern Set of 2 (Red Navy Blue 18 x 18 inch),https://www.amazon.com/btfortune-Decorative-Embroidered-Pillowcases-Farmhouse/dp/B094VGS86F/ref=sr_1_96?keywords=dakimakura&qid=1680144320&sr=8-96,$31.99,4.7 out of 5 stars,(237)
Erza Scarlet Fairy Tail Titania Anime Pillowcase 105cmx40cm(41.3inx15.7in) Peach Skin Double Sided Japan Manga Cosplay Body Throw Pillow Cover Cushion Cases,https://www.amazon.com/Scarlet-Titania-Pillowcase-105cmx40cm-41-3inx15-7in/dp/B0BC14LK8G/ref=sr_1_97?keywords=dakimakura&qid=1680144320&sr=8-97,$25.89,,
Anime Date A Live Tobiichi Origami Pillow Case Pillow Cover Peach Skin 150x50cm(59in x 19.6in) Pillowcase,https://www.amazon.com/YEYIXI-Tobiichi-Origami-150x50cm-Pillowcase/dp/B09TFRZKKC/ref=sr_1_98?keywords=dakimakura&qid=1680144320&sr=8-98,$33.68,5.0 out of 5 stars,(3)
Blue Archive Sunaookami Shiroko Anime Girl Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Archive-Sunaookami-Shiroko-Dakimakura/dp/B092J3DZ2G/ref=sr_1_99?keywords=dakimakura&qid=1680144320&sr=8-99,$40.00,5.0 out of 5 stars,(1)
Asuna Yuuki Anime 150x50cm(59x19.6inch) Peach Skin Body Pillowcase,https://www.amazon.com/Asuna-Yuuki-150x50cm-59x19-6inch-Pillowcase/dp/B0BNT427RJ/ref=sr_1_100?keywords=dakimakura&qid=1680144320&sr=8-100,$32.79,,
Gurren Lagann Yoko Littner Anime Girl Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Littner-Dakimakura-Hugging-Multicolor/dp/B09BQSJH75/ref=sr_1_101?keywords=dakimakura&qid=1680144320&sr=8-101,$35.00,5.0 out of 5 stars,(1)
"Burnt Orange Body Pillow Case, Boho Tassel Pillow Cover, Chic Pumpkin Macrame Fringed Bedding Pillow Farmhouse Rust Body Pillow Cover 1 Piece(Body, Burnt Orange)",https://www.amazon.com/Pumpkin-Macrame-Fringed-Bedding-Farmhouse/dp/B0BGWRTBQR/ref=sr_1_102?keywords=dakimakura&qid=1680144320&sr=8-102,$18.99,4.1 out of 5 stars,(14)
RichyRichy for Himiko Toga Peach Skin and Two-Way Tricot Dakimakura Pillow Case 105CM X 40CM Body Pillowcase Pillow Cover (41.33 inch x 15.74 inch) (Peach Skin),https://www.amazon.com/Himiko-Two-Way-Tricot-Dakimakura-Pillowcase/dp/B09ZPJS7VZ/ref=sr_1_103?keywords=dakimakura&qid=1680144320&sr=8-103,$15.99,5.0 out of 5 stars,(4)
"Coop Home Goods - Waterproof Pillow Protector for Memory Foam Pillow - Body Pillow Cover - Oeko-Tex Certified Breathable Body Pillow Pillowcase, Zippered Pillow Cover, Machine Washable - Body Size",https://www.amazon.com/Coop-Home-Goods-Hypoallergenic-Waterproof/dp/B075NVL9J8/ref=sr_1_104?keywords=dakimakura&qid=1680144320&sr=8-104,$36.00,4.6 out of 5 stars,"(3,616)"
Yukana Yame My First Girlfriend is a Gal Hajimete no Gyaru Anime Pillowcase 150cmx50cm(60inx20in) Peach Skin Double Sided Japanese Manga Body Pillow Cover for Sofa Decor,https://www.amazon.com/Girlfriend-Hajimete-Pillowcase-150cmx50cm-60inx20in/dp/B0BRQ9XWQ8/ref=sr_1_105?keywords=dakimakura&qid=1680144320&sr=8-105,$29.89,,
MISAKI1987 My Dress-Up Darling Marin Kitagawa Anime Girl Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin,https://www.amazon.com/MISAKI1987-Dress-Up-Kitagawa-Dakimakura-Multicolor/dp/B09W18SK6V/ref=sr_1_106?keywords=dakimakura&qid=1680144320&sr=8-106,$35.00,4.2 out of 5 stars,(5)
MISAKI1987 Genshin Impact Nilou Anime Girl Dakimakura Hugging Body Pillow Case Cover 150cm X 50cm Peach Skin (B),https://www.amazon.com/MISAKI1987-Genshin-Impact-Dakimakura-Hugging/dp/B0BGPK23ZS/ref=sr_1_107?keywords=dakimakura&qid=1680144320&sr=8-107,$35.00,,
MOUTAS Anime Body Pillowcase Erza Scarlet Fairy Tail Titania Japanese Textile 105cmx40cm(41.3inx15.7in) Double-Sided Japanese Manga Long Throw Pillow Cases Cushion Cover for Sofa Decor,https://www.amazon.com/MOUTAS-Pillowcase-105cmx40cm-41-3inx15-7in-Double-Sided/dp/B0BF951W38/ref=sr_1_108?keywords=dakimakura&qid=1680144320&sr=8-108,$24.89,,
Dakime M2 Dakimakura Anime Body Pillow - Japanese Hugging Pillow Inner with 2way Fabric and Hollow Fiber Filling (150x50cm / 60x20inch),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0619225BXHWET3ETWHM&qualifier=1680144322&id=6132096262541352&widgetName=sp_atf_next&url=%2FDakime-Dakimakura-Anime-Body-Pillow%2Fdp%2FB09NPLB35F%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144322%26sr%3D8-97-spons%26psc%3D1,$99.95,4.4 out of 5 stars,(214)
puredown Natural Goose Down Feather Pillows for Sleeping Down Pillow 100% Cotton Pillow Cover Downproof Queen Set of 2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A066293810WGPD3U4BR9A&qualifier=1680144322&id=6132096262541352&widgetName=sp_atf_next&url=%2Fpuredown-Natural-Feather-Sleeping-Downproof%2Fdp%2FB01A0LCO8Y%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144322%26sr%3D8-98-spons%26psc%3D1,$58.99,4.2 out of 5 stars,"(18,495)"
Canadian Down & Feather Co. – Soft 625 Fill Power White Down Sleeping Pillow King Size - 500 Thread Count Shell 100% Cotton - Made in Canada,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A05301181TPTJYW5MOB2J&qualifier=1680144322&id=6132096262541352&widgetName=sp_atf_next&url=%2FCanadian-Down-Feather-Co-Sleeping%2Fdp%2FB013BZLTS2%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144322%26sr%3D8-99-spons%26psc%3D1%26smid%3DA1NQCY97OTITKM,$108.80,4.3 out of 5 stars,(119)
"Usumairu Mulberry Silk Pillowcase 22 Momme 100% Pure Grade 6A for Hair and Skin Care, Ultra Soft Comfort,Both Side 600 Thread Count Hidden Zipper (Standard (20x26 inches), Light Pink)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A07675841QDL62T5X3BKS&qualifier=1680144322&id=6132096262541352&widgetName=sp_atf_next&url=%2FUsumairu-Mulberry-Pillowcase-Comfort-Standard%2Fdp%2FB09VSPZF5S%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Ddakimakura%26qid%3D1680144322%26sr%3D8-100-spons%26psc%3D1,$13.50,4.3 out of 5 stars,(57)
MOUTAS Anime Body Pillowcase Tatsuta Kantai Collection Japanese Textile 105cmx40cm(41.3inx15.7in) Double-Sided Japanese Manga Long Throw Pillow Cases Cushion Cover for Sofa Decor,https://www.amazon.com/MOUTAS-Pillowcase-Collection-41-3inx15-7in-Double-Sided/dp/B0BF98LLM1/ref=sr_1_101?keywords=dakimakura&qid=1680144322&sr=8-101,$24.89,,
